"player_name","team_name","role","position","kills","deaths","creep_score","gold_per_min","tower_kills","roshan_kills","team_fight","obs_wards_planted","camps_stacked","runes_grabbed","first_blood","stuns","total"
"jabz","Fnatic","Support","4",0.936923076923077,1.23230769230769,0.193430769230769,0.588153846153846,0.138461538461538,0.0615384615384615,2.06429963492308,1.92307692307692,1.68461538461538,0.919230769230769,0.430769230769231,2.39677831038462,12.5695856376154
"Oli~","INVICTUS GAMING","Support","5",0.66,1.26,0.13311,0.54196,0.18,0.02,1.8491833701,4.39,1.025,0.56,0.6,1.31590052055,12.53515389065
"fy","Elephant","Support","4",0.974157303370786,1.53707865168539,0.315741573033708,0.63123595505618,0.191011235955056,0.0561797752808989,1.99688164820225,2.64606741573034,1.99438202247191,1.06179775280899,0.629213483146067,1.99961884803371,14.0333656647753
"DJ","Fnatic","Support","5",0.743076923076923,1.56923076923077,0.217015384615385,0.592276923076923,0.246153846153846,0.123076923076923,1.94844911815385,6.52307692307692,1.86153846153846,0.846153846153846,0.492307692307692,0.860673798907692,16.0230306093692
"Saksa","OG","Support","4",1.16875,1.01875,0.2986875,0.65625,0.291666666666667,0.0208333333333333,2.026673088125,3.29166666666667,1.41666666666667,0.994791666666667,0.333333333333333,3.88754822697917,15.4056171484375
"Thiolicor","SG esports","Support","4",0.833333333333333,1.02,0.175133333333333,0.560844444444444,0.111111111111111,0.0444444444444444,2.06593991333333,2.03333333333333,1.85555555555556,1.31666666666667,0.355555555555556,2.34470188144444,12.7166195725556
"Somnus","Elephant","Mid","2",2.38988764044944,1.89438202247191,1.03078651685393,1.15586516853933,1.55056179775281,0.269662921348315,2.05411694898876,0.612359550561798,0.51685393258427,2.4185393258427,0.404494382022472,1.47429416804831,15.771804375464
"Ori","Vici Gaming","Mid","2",2.12357142857143,1.87928571428571,0.981878571428571,1.1282,1.60714285714286,0.235714285714286,2.049437526,0.25,0.946428571428571,3.02142857142857,0.285714285714286,1.55036900510714,16.0591708168214
"YS","Quincy Crew","Core","1",1.996875,2.38125,1.170375,1.2669375,2.78125,0.59375,1.7117054728125,0.015625,0.921875,0.9609375,0.625,1.02338576796875,15.4489662407812
"y`","PSG.LGD","Support","5",0.761029411764706,1.24632352941176,0.189198529411765,0.600205882352941,0.220588235294118,0.0294117647058824,1.87468567742647,5.91911764705882,1.76470588235294,0.810661764705882,0.147058823529412,1.49159421886029,15.054581366875
"SumaiL","OG","Core","1",2.28620689655172,1.96034482758621,1.18070689655172,1.28548275862069,2.68965517241379,0.706896551724138,1.96766703724138,0.275862068965517,0.689655172413793,2.16379310344828,0.206896551724138,1.25410199715517,16.6672690343966
"Miposhka","Team Spirit","Support","5",0.917355371900826,1.36115702479339,0.173479338842975,0.586148760330578,0.107438016528926,0.0330578512396694,1.90249629024793,5.78099173553719,1.23553719008264,0.40702479338843,0.429752066115702,1.53813968342975,14.472578122438
"ChYuaN","Fnatic","Mid","2",1.96615384615385,1.90153846153846,0.864969230769231,1.04526153846154,0.861538461538462,0.261538461538462,2.12838707492308,0.553846153846154,0.715384615384615,1.99615384615385,0.492307692307692,1.58705985961538,14.3741392422308
"tavo","SG esports","Core","3",1.26666666666667,1.56,0.568533333333333,0.842977777777778,0.822222222222222,0.0888888888888889,1.90248196666667,0.0111111111111111,0.255555555555556,0.577777777777778,0.444444444444444,1.35345689922222,9.69411664366667
"Faith_bian","PSG.LGD","Core","3",1.49558823529412,1.69191176470588,0.687860294117647,0.934602941176471,1.02205882352941,0.110294117647059,2.00723577816176,0.0625,0.621323529411765,0.818014705882353,0.382352941176471,1.61554787708456,11.4492910081875
"ST!NG3R","beastcoast","Support","5",0.6328125,0.496875,0.15290625,0.54846875,0.1875,0,1.80233965171875,4.984375,2.5078125,0.671875,0.375,1.45309055201406,13.8130552037328
"Xepher","T1","Support","4",0.828865979381443,1.27113402061856,0.255216494845361,0.590144329896907,0.257731958762887,0.0309278350515464,1.88682236319588,1.52577319587629,1.37113402061856,0.958762886597938,0.412371134020619,2.18511329778351,11.5739975166495
"Nisha","Team Secret","Mid","2",2.25,1.903125,0.9924375,1.168125,1.375,0.25,2.0686458271875,0.53125,1.203125,2.5859375,0.25,1.15445951671875,15.7321053439062
"LIMMP","Alliance","Mid","2",1.686,2.142,0.84978,1.00672,1.24,0.28,2.0432040228,0.7,1.11,3.145,0.48,1.8295565198,16.5122605426
"Nightfall","Virtus.pro","Core","1",2.07647058823529,2.36470588235294,1.17447058823529,1.34796078431373,3.01960784313725,0.529411764705882,1.91852623882353,0.117647058823529,0.57843137254902,1,0.470588235294118,0.773068019313725,15.3708883757843
"SabeRLighT","Undying","Core","3",1.55,1.58888888888889,0.641833333333333,0.959481481481481,0.907407407407407,0.037037037037037,2.12392317,0.0555555555555556,0.296296296296296,0.703703703703704,0.0740740740740741,1.86370236050926,10.801903308287
"Xxs","Team Aster","Core","3",1.44653465346535,2.0049504950495,0.755316831683168,0.927128712871287,0.831683168316832,0.108910891089109,1.90638978504951,0.00495049504950495,0.613861386138614,0.636138613861386,0.435643564356436,1.11781322089109,10.7893218178218
"Raven","Fnatic","Core","1",2.42307692307692,2.24769230769231,1.35715384615385,1.41821538461538,3.75384615384615,0.723076923076923,2.00109339138462,0.00769230769230769,0.746153846153846,0.757692307692308,0.246153846153846,0.806735706076923,16.4885829436154
"old eLeVeN","Vici Gaming","Core","3",1.38,1.44642857142857,0.846835714285714,1.0229,0.935714285714286,0.128571428571429,1.88748315385714,0.0821428571428571,0.582142857142857,0.735714285714286,0.342857142857143,1.43397800478571,10.8247683015
"Whitemon","T1","Support","5",0.698969072164948,1.24020618556701,0.122319587628866,0.542865979381443,0.0927835051546392,0.0206185567010309,1.90658841154639,6.90721649484536,1.21134020618557,0.664948453608247,0.288659793814433,1.73181366525773,15.4283299118557
"eurus","Elephant","Core","1",2.00224719101124,2.08988764044944,1.1778202247191,1.2507191011236,2.06741573033708,0.460674157303371,1.88940721988764,0.0337078651685393,0.775280898876405,1.01123595505618,0.359550561797753,0.896268101516854,14.0142146472472
"Pyw","Vici Gaming","Support","4",1.22785714285714,1.42285714285714,0.279878571428571,0.635157142857143,0.235714285714286,0.0357142857142857,2.03702187171429,2.90357142857143,1.63214285714286,0.957142857142857,0.314285714285714,2.86827263878571,14.5496159390714
"JT-","INVICTUS GAMING","Core","3",1.53243243243243,1.71891891891892,0.69472972972973,0.947153153153153,0.72972972972973,0.162162162162162,1.93809217810811,0.0495495495495495,0.441441441441441,0.630630630630631,0.396396396396396,1.43417838816216,10.6754147104144
"kaka","INVICTUS GAMING","Support","4",0.675675675675676,1.14864864864865,0.22727027027027,0.56754954954955,0.153153153153153,0.036036036036036,1.92637026675676,3.62612612612613,1.9009009009009,0.77027027027027,0.216216216216216,2.71251593333333,13.9607330469369
"Yang","Elephant","Core","3",1.10898876404494,1.4561797752809,0.749662921348315,0.923797752808989,0.730337078651685,0.101123595505618,1.98508892797753,0.140449438202247,0.426966292134831,0.957865168539326,0.179775280898876,1.55398089730337,10.3142158926966
"Dy","Vici Gaming","Support","5",0.677142857142857,1.40142857142857,0.170721428571429,0.575557142857143,0.135714285714286,0.0285714285714286,1.92438848892857,5.51785714285714,1.35714285714286,0.625,0.371428571428571,1.31085238463214,14.095805159275
"DuBu","Undying","Support","5",0.688888888888889,1.52777777777778,0.141388888888889,0.585074074074074,0.166666666666667,0.037037037037037,1.86731809277778,6.64814814814815,2.28703703703704,0.643518518518518,0.814814814814815,1.14555920972222,16.5532291543519
"Monet","Team Aster","Core","1",2.01980198019802,2.23960396039604,1.2380495049505,1.30346534653465,2.32673267326733,0.603960396039604,1.84178974455446,0.0148514851485149,0.935643564356436,0.977722772277228,0.673267326732673,0.950590266435644,15.1254790208911
"Chris luck","beastcoast","Mid","2",2.12950819672131,1.44590163934426,0.823918032786885,1.04852459016393,0.885245901639344,0.213114754098361,1.93545437557377,0.467213114754098,0.950819672131147,2.81147540983607,0.39344262295082,2.10163604803279,15.2062543580328
"Abed","Evil Geniuses","Mid","2",2.33181818181818,2.27045454545455,0.837,1.07059090909091,0.659090909090909,0.340909090909091,2.07638136477273,0.818181818181818,0.806818181818182,3.23863636363636,0.272727272727273,1.86549319295455,16.5881018304545
"XinQ","PSG.LGD","Support","4",1.35,1.59926470588235,0.314448529411765,0.693029411764706,0.338235294117647,0.0955882352941176,2.04741132132353,2.07720588235294,1.50735294117647,1.12683823529412,0.558823529411765,1.64524147286765,13.3534395588971
"Scofield:KAT","beastcoast","Support","4",0.99375,0.4453125,0.2829375,0.6485,0.53125,0.015625,1.785300541875,2.5390625,1.2265625,0.8046875,0.4375,2.28583855984375,11.9963266017187
"k1","beastcoast","Core","1",1.95,1.84038461538462,1.17346153846154,1.32746153846154,2.42307692307692,0.346153846153846,1.55117208807692,0,0.567307692307692,1.01923076923077,0.538461538461538,0.967578152980769,13.7042887025962
"flyfly","INVICTUS GAMING","Core","1",1.91351351351351,1.96486486486487,0.96827027027027,1.16828828828829,1.81981981981982,0.531531531531532,1.83037926945946,0.0315315315315315,0.635135135135135,0.693693693693694,0.36036036036036,0.745279660608108,12.6626679390766
"NothingToSay","PSG.LGD","Mid","2",2.171875,1.95,0.97309375,1.1936875,1.40625,0.270833333333333,1.990682121875,0.4375,1.05729166666667,2.82291666666667,0.25,1.51462484751458,16.0387548860562
"Handsken","Alliance","Support","4",0.828,1.248,0.25104,0.61972,0.36,0.04,1.8314563974,2.09,2.25,0.845,0.4,2.935659984,13.6988763814
"Ku","T1","Core","3",1.27731958762887,1.44742268041237,0.780061855670103,0.948927835051546,0.680412371134021,0.0824742268041237,1.98678590443299,0.0927835051546392,0.88659793814433,0.984536082474227,0.206185567010309,1.4040461933366,10.7775537472541
"Mjz","Thunder Predator","Support","5",0.665625,1.115625,0.11315625,0.52275,0.0625,0,1.7818401628125,2.6875,0.78125,0.515625,0.25,0.859912097421875,9.35578351023437
"Kingslayer","Virtus.pro","Support","5",0.711764705882353,1.68235294117647,0.106470588235294,0.54356862745098,0.0784313725490196,0,1.93999632764706,5.54901960784314,1.45098039215686,0.549019607843137,0.392156862745098,0.789508119607843,13.7932691531373
"N0tail","OG","Support","5",0.79375,0.85,0.1809375,0.584916666666667,0.208333333333333,0.0208333333333333,1.96276824625,4.52083333333333,3.0625,0.90625,0.166666666666667,1.73619595791667,14.9939850375
"Emo","INVICTUS GAMING","Mid","2",2.33513513513514,1.98378378378378,0.913162162162162,1.14059459459459,1.2972972972973,0.306306306306306,2.0709772372973,0.243243243243243,0.801801801801802,3.36036036036036,0.324324324324324,1.53390342653153,16.3108896728378
"Borax","Team Aster","Support","4",1.14653465346535,1.58910891089109,0.293019801980198,0.628019801980198,0.207920792079208,0.128712871287129,1.90607641158416,1.18811881188119,1.80693069306931,0.908415841584158,0.356435643564356,1.93731116526733,12.0966053986337
"Quinn","Quincy Crew","Mid","2",2.55,2.053125,0.8206875,1.07225,1.34375,0.28125,2.170987575,0.59375,0.53125,2.78125,0.5,1.28518597625,15.98348605125
"Bryle","Undying","Mid","2",3.02222222222222,2.17777777777778,0.945555555555556,1.20451851851852,1.57407407407407,0.407407407407407,2.19671158055556,0.388888888888889,0.861111111111111,2.62037037037037,0.296296296296296,1.63923392268519,17.334167725463
"Mira","Team Spirit","Support","4",0.999173553719008,1.43305785123967,0.219074380165289,0.600314049586777,0.140495867768595,0.00826446280991736,2.02195443123967,2.06611570247934,1.80578512396694,0.971074380165289,0.628099173553719,2.88270032363636,13.7761093003306
"Cr1t-","Evil Geniuses","Support","4",1.02272727272727,1.64318181818182,0.167181818181818,0.576363636363636,0.409090909090909,0.136363636363636,1.91162503227273,2.30681818181818,0.625,0.698863636363636,0.727272727272727,2.49309716215909,12.7175858307955
"poyoyo","Vici Gaming","Core","1",2.03357142857143,2.12571428571429,1.12999285714286,1.23065714285714,2.02142857142857,0.492857142857143,1.83030281357143,0.00714285714285714,0.914285714285714,0.798214285714286,0.314285714285714,0.510818580942857,13.4092713945143
"Wisper","beastcoast","Core","3",2.1421875,1.21875,0.651375,0.95225,1.203125,0.109375,2.0015142159375,0.046875,0.3671875,0.60546875,0.375,1.43872469458594,11.1118326605234
"Collapse","Team Spirit","Core","3",1.54214876033058,1.73553719008264,0.737851239669421,0.927702479338843,0.776859504132231,0.0991735537190083,1.97132455760331,0.128099173553719,0.450413223140496,1.00826446280992,0.330578512396694,1.87634652419008,11.5842991809669
"Save-","Virtus.pro","Support","4",1.12941176470588,1.48235294117647,0.231647058823529,0.611686274509804,0.294117647058824,0.0588235294117647,1.93351777529412,2,0.794117647058823,0.544117647058823,0.862745098039216,3.08874787137255,13.0312852545098
"Yatoro","Team Spirit","Core","1",2.17438016528926,2.23636363636364,1.26701652892562,1.34578512396694,3.33884297520661,0.776859504132231,1.81616286917355,0.0537190082644628,0.838842975206612,0.884297520661157,0.429752066115702,1.05381350661157,16.2158358799174
"MoOz","Thunder Predator","Support","4",0.703125,1.275,0.13875,0.530125,0.15625,0.03125,1.9955379853125,3.90625,0.9375,0.7578125,0.25,1.97463584625,12.6562363315625
"White Album","Team Aster","Mid","2",1.95148514851485,2.05247524752475,1.02190099009901,1.11475247524752,1.11881188118812,0.188118811881188,1.89084480980198,0.762376237623762,1.10891089108911,2.30940594059406,0.396039603960396,1.23924986524752,15.1543719027723
"23","T1","Core","1",2.04123711340206,2.03505154639175,1.31715463917526,1.34356701030928,2.98969072164948,0.443298969072165,1.95196787381443,0.0463917525773196,1.11340206185567,1.13659793814433,0.45360824742268,0.994108649329897,15.8660765231443
"MoonMeander","Undying","Support","4",1.17777777777778,1.23333333333333,0.265611111111111,0.653407407407407,0.203703703703704,0.0740740740740741,2.04446067555556,1.55555555555556,1.7037037037037,0.939814814814815,0.592592592592593,2.57492770926852,13.0189624588981
"Frank","Thunder Predator","Core","3",1.021875,1.734375,0.5221875,0.81325,0.5625,0.03125,2.16114588,0.015625,0.296875,0.484375,0.625,1.0304145996875,9.2988729796875
"s4","Alliance","Core","3",1.146,1.476,0.5919,0.83576,1.1,0.12,1.8908687742,0.03,0.65,0.575,0.32,1.4636363265,10.1991651007
"Nikobaby","Alliance","Core","1",2.352,2.292,1.14534,1.31468,2.76,0.5,2.0435219214,0.02,0.77,0.775,0.24,0.8225089019,15.0350508233
"TORONTOTOKYO","Team Spirit","Mid","2",2.12479338842975,2.09256198347107,0.975297520661157,1.1181652892562,1.09917355371901,0.15702479338843,2.00469068231405,0.768595041322314,1.10743801652893,3.10123966942149,0.330578512396694,1.69098667347107,16.5705451243802
"LoA","Quincy Crew","Support","5",0.69375,1.471875,0.15009375,0.5546875,0.25,0.0625,1.802088825,6.015625,0.453125,0.859375,0.5,2.071620056875,14.884740131875
"gpk~","Virtus.pro","Mid","2",2.27647058823529,2.35882352941176,0.932411764705882,1.16050980392157,1.43137254901961,0.333333333333333,2.11829571294118,0.637254901960784,1.18627450980392,2.47058823529412,0.392156862745098,1.6332867454902,16.9307785368627
"DM","Virtus.pro","Core","3",1.08235294117647,2.00588235294118,0.696352941176471,0.905843137254902,0.725490196078431,0.137254901960784,1.97016416117647,0.0294117647058824,0.225490196078431,0.720588235294118,0.470588235294118,1.32508612813726,10.2945051912745
"Leostyle-","Thunder Predator","Mid","2",1.81875,2.1375,0.65859375,0.9518125,0.78125,0.1875,2.007276099375,0.90625,0.859375,2.7109375,0.5,1.4203415996875,14.9395864490625
"MATUMBAMAN","Team Secret","Core","1",2.0625,1.85625,0.99215625,1.189125,2.5,0.59375,1.8022731065625,0.0625,0.546875,0.6953125,0.25,1.15462553515625,13.7053673917188
"zai","Team Secret","Core","3",0.9375,1.5,0.56334375,0.81925,0.625,0.09375,1.8430163334375,0.203125,0.609375,0.8828125,0.625,1.2816929328125,9.98386551625
"KJ","SG esports","Support","5",0.713333333333333,1.15333333333333,0.119933333333333,0.529644444444444,0.133333333333333,0.0222222222222222,1.90386905066667,6.1,1.62222222222222,0.811111111111111,0.711111111111111,1.075858482,14.8959719771111
"iceiceice","Evil Geniuses","Core","3",1.24090909090909,1.86818181818182,0.654613636363636,0.899909090909091,0.977272727272727,0.227272727272727,1.92536203840909,0.0568181818181818,0.477272727272727,0.545454545454545,0.272727272727273,1.20755180329545,10.3533456598864
"4dr","SG esports","Mid","2",1.97333333333333,1.88,0.785533333333333,1.00333333333333,0.711111111111111,0.222222222222222,2.18822637733333,0.588888888888889,0.555555555555556,2.40555555555556,0.177777777777778,2.03847024188889,14.5300077303333
"MSS","Quincy Crew","Support","4",1.228125,1.940625,0.21496875,0.5855625,0.25,0.03125,1.9717919709375,1.640625,0.625,0.734375,0.875,2.25920017171875,12.3565233926562
"Arteezy","Evil Geniuses","Core","1",2.025,2.23636363636364,1.20293181818182,1.34040909090909,3.29545454545455,0.636363636363636,1.86729283909091,0.0909090909090909,1.42045454545455,0.835227272727273,0.636363636363636,0.754826409204545,16.3415965210227
"Costabile","SG esports","Core","1",2.33333333333333,2.08,1.28166666666667,1.39862222222222,3.33333333333333,0.666666666666667,1.942753984,0.0111111111111111,0.455555555555556,0.85,0.533333333333333,0.917736261777778,15.804112468
"LESLÃO","Quincy Crew","Core","3",1.753125,1.996875,0.6939375,0.931125,0.6875,0.09375,1.9235590696875,0.046875,0.5,0.734375,0.25,1.2261481246875,10.837269694375
"Puppey","Team Secret","Support","5",0.759375,1.659375,0.26203125,0.6071875,0.125,0.0625,1.7070968915625,2.84375,2.375,0.7265625,0.125,1.2918924290625,12.544770570625
"Ceb","OG","Core","3",1.36595744680851,1.48723404255319,0.845106382978723,1.02702127659574,0.74468085106383,0.148936170212766,1.98563174680851,0.319148936170213,0.98936170212766,0.707446808510638,0.340425531914894,1.82883431244681,11.7897852081915
"YapzOr","Team Secret","Support","4",0.871875,1.6125,0.2150625,0.593125,0.125,0.03125,1.879109698125,4.578125,1.125,1.109375,0.875,2.3157018109375,15.3311240090625
"LaNm","Team Aster","Support","5",0.6,1.16732673267327,0.177742574257426,0.556930693069307,0.277227722772277,0.0297029702970297,1.86298393633663,6.78712871287129,0.995049504950495,0.75,0.396039603960396,1.01204061111386,14.612173062302
"Ame","PSG.LGD","Core","1",2.32058823529412,2.10441176470588,1.18539705882353,1.35535294117647,2.48529411764706,0.625,1.84092219242647,0.0404411764705882,1.13602941176471,0.878676470588235,0.264705882352941,0.659091324742647,14.8959105759926
"Super!","Elephant","Support","5",0.704494382022472,1.11573033707865,0.161797752808989,0.562966292134832,0.0674157303370786,0.0112359550561798,1.85585001505618,5.28651685393258,0.837078651685393,0.558988764044944,0.179775280898876,1.89714378674157,13.2389938017978
"Fng","Alliance","Support","5",0.792,1.188,0.19404,0.5866,0.18,0,1.8182760372,6.06,1.94,0.8,0.4,1.15755965357,15.11647569077
"Topson","OG","Mid","2",2.1875,1.28125,0.7929375,1.02,1.22916666666667,0.145833333333333,2.036874805625,0.53125,0.708333333333333,2.36979166666667,0.583333333333333,1.61784304104167,14.50411368
"Fly","Evil Geniuses","Support","5",0.75,1.575,0.149863636363636,0.558,0.181818181818182,0.0227272727272727,1.94026978159091,4.68181818181818,1,0.482954545454545,0.363636363636364,1.53922953693182,13.2453175003409
"Karl","T1","Mid","2",2.16494845360825,1.91134020618557,1.09150515463918,1.22948453608247,1.49484536082474,0.443298969072165,2.16177690989691,0.65979381443299,1.20103092783505,2.52319587628866,0.247422680412371,1.76570294365979,16.8943458329381
"MNZ","Thunder Predator","Core","1",1.4625,1.940625,0.99046875,1.221625,2.8125,0.40625,1.679544020625,0.03125,0.875,0.6875,0.125,0.70188352890625,12.9341462995312
"Timado","Undying","Core","1",2.39444444444444,2.21111111111111,1.14572222222222,1.35618518518519,3.2037037037037,0.833333333333333,1.86426545611111,0.037037037037037,0.944444444444444,1.18055555555556,0.37037037037037,0.899115978148148,16.4402888416667
"Deth","Fnatic","Core","3",1.3304347826087,1.63695652173913,0.59745652173913,0.83995652173913,0.782608695652174,0.152173913043478,1.94015487391304,0.0217391304347826,0.391304347826087,0.646739130434783,0.434782608695652,1.10940949467391,9.8837165425
